Date,Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8,Value9,Value10
2/1/2010,103.2077601,117.4203198,101.6551522,113.3219255,101.7427698,113.210866,104.2248419,114.3235782,107.7940501,115.1826919
2/2/2010,102.747688,116.9206345,101.1951037,112.8583518,101.3486092,112.7323239,103.7171088,113.843243,107.2356253,114.6592946
2/3/2010,102.2656722,116.341191,100.7624115,112.3332947,100.8215854,112.2544672,103.2229826,113.3326236,106.6939498,114.143477
2/4/2010,101.8145089,115.8659276,100.3362236,111.8415155,100.3095967,111.7799309,102.6996532,112.8402805,106.1906019,113.598546
2/5/2010,101.4686052,115.3466805,99.91544135,111.3374287,99.84923324,111.2856795,102.2149183,112.3955061,105.6496144,113.0524525
2/6/2010,101.0278988,114.8241281,99.43848227,110.8671565,99.32401964,110.7737273,101.7676272,111.8813772,105.2205595,112.5439043
2/7/2010,100.6977305,114.3488782,98.9297952,110.3843718,98.84150089,110.3562259,101.2850432,111.4176604,104.7401577,112.0133121
2/8/2010,100.3500686,113.8852931,98.50591991,109.9569311,98.36988653,109.8888389,100.8649975,110.9457174,104.2770971,111.5474767
2/9/2010,99.96284665,113.4516773,98.0227762,109.5810759,98.00189337,109.4646555,100.4001447,110.4602828,103.8534068,111.0283069
2/10/2010,99.59231701,112.9671529,97.59923438,109.1121313,97.56413221,108.9834163,99.98013335,110.0036392,103.3969048,110.5430349
2/11/2010,99.25969968,112.5382576,97.19391711,108.6528113,97.19135212,108.494537,99.56978912,109.546792,102.9649128,110.0452235
2/12/2010,98.82217615,112.0819839,96.76892942,108.2420161,96.69947026,108.0487805,99.1723013,109.065381,102.5652438,109.5561506
2/13/2010,98.38376656,111.6254925,96.30127504,107.8067455,96.28126681,107.6782031,98.72172294,108.6483188,102.1084335,109.0993047
2/14/2010,97.96681831,111.2134995,95.84973585,107.4073824,95.89548505,107.2388351,98.2520017,108.1865785,101.7397372,108.6222389
2/15/2010,97.58722142,110.7296848,95.4705597,107.0089281,95.55537886,106.8056634,97.81537823,107.7505176,101.280053,108.1977353
2/16/2010,97.24944403,110.3466209,95.00273397,106.5784864,95.15117703,106.4394397,97.46099849,107.3338022,100.7803932,107.7446716
2/17/2010,96.96345419,109.9265279,94.61782689,106.1973161,94.81648112,106.0188919,97.02943348,106.9117822,100.3429412,107.2761437
2/18/2010,96.52260451,109.4905046,94.23096204,105.7899699,94.35259041,105.6292724,96.66399676,106.4645591,99.94905855,106.8169505
2/19/2010,96.12901717,109.0332747,93.84986083,105.3728193,94.0149426,105.2939504,96.21919536,106.0563955,99.60578557,106.3622534
2/20/2010,95.77708137,108.5837665,93.44865204,105.0114005,93.6064271,104.876514,95.80773311,105.6461975,99.19299714,105.9314923
2/21/2010,95.37923317,108.1283627,93.09329567,104.6032862,93.22490798,104.5125618,95.41935556,105.1992319,98.83598692,105.5045328
2/22/2010,94.99951301,107.6878703,92.72072509,104.221353,92.89375555,104.1265467,94.96707734,104.7587232,98.41572931,105.0811507
2/23/2010,94.72703201,107.2685247,92.37390425,103.8204596,92.58489454,103.7656178,94.58032073,104.3322738,98.02372365,104.647007
2/24/2010,94.30679878,106.8578245,91.99937684,103.4088029,92.14289234,103.4182671,94.24771467,103.9003131,97.66218353,104.2199927
2/25/2010,93.87730704,106.4487165,91.5644657,103.0640202,91.88019366,103.0780381,93.85163784,103.4512656,97.31762497,103.7993773
2/26/2010,93.54746362,106.0189839,91.1912531,102.7049847,91.56001445,102.6653069,93.49900473,103.0527511,96.95435038,103.3798055
2/27/2010,93.1502263,105.6567642,90.91652034,102.3550081,91.27333465,102.3132811,93.09583605,102.6566267,96.61823491,102.9426694
2/28/2010,92.86835483,105.2653696,90.58869234,101.9856871,90.92187666,101.9544779,92.73529552,102.2341503,96.28128542,102.5747449
3/1/2010,92.55782672,104.8757807,90.26967585,101.6333038,90.62281119,101.578401,92.35411077,101.8206192,95.91765199,102.1891668
3/2/2010,92.16145547,104.4792821,89.92235454,101.2531093,90.20626733,101.2411415,92.05104416,101.4291367,95.59660579,101.7900423
3/3/2010,91.78578632,104.1140609,89.66351474,100.966059,89.79496812,100.8676478,91.70396122,101.0591765,95.19273815,101.3987634
3/4/2010,91.489776,103.7235734,89.31310536,100.5763386,89.44247988,100.5562576,91.35862215,100.663293,94.83171391,101.040049
3/5/2010,91.17845573,103.3125398,88.99601766,100.1880391,89.07401946,100.2024991,91.08465113,100.3148883,94.53765918,100.6490698
3/6/2010,90.87657776,102.9112061,88.67566282,99.8340875,88.74521282,99.89092029,90.79673671,99.96629293,94.20874559,100.3035059
3/7/2010,90.48495306,102.576238,88.36608407,99.46892102,88.42628724,99.56046011,90.43971413,99.61031793,93.88716194,99.96353667
3/8/2010,90.12080337,102.2005321,88.04334438,99.10868216,88.03570742,99.27460951,90.16308792,99.21048692,93.58449332,99.58348319
3/9/2010,89.90615245,101.8709195,87.84836156,98.80825085,87.67191894,98.93085137,89.83747806,98.87598962,93.26149468,99.21768752
3/10/2010,89.66590141,101.4919605,87.65805178,98.49139409,87.42500364,98.59501708,89.55210582,98.51227673,92.96324434,98.82344598
3/11/2010,89.311304,101.0956332,87.30045625,98.13914075,87.12222124,98.22970958,89.27438349,98.14312408,92.57506234,98.4367233
3/12/2010,89.02628771,100.7364685,86.996295,97.84627266,86.84948325,97.93562587,89.02425157,97.81840911,92.24947837,98.10257302
3/13/2010,88.71243444,100.376912,86.6959382,97.5596494,86.62689026,97.6657044,88.75840752,97.4407514,91.97300761,97.78317561
3/14/2010,88.38998192,100.0031812,86.37805407,97.26544105,86.25633752,97.39741965,88.50127829,97.07388931,91.66348009,97.42325211
3/15/2010,88.06446375,99.65192002,86.10914434,96.99370114,85.9263406,97.08901183,88.25117676,96.73830214,91.33782168,97.10520283
3/16/2010,87.76521299,99.35719992,85.78743846,96.67753,85.65428777,96.81930815,87.9335344,96.39055521,91.01657463,96.77958012
3/17/2010,87.54063681,99.00148418,85.62091349,96.36935964,85.4457816,96.49380971,87.65701673,96.05443981,90.66829658,96.46342942
3/18/2010,87.24991477,98.65807651,85.37549816,96.03865622,85.24995163,96.18169081,87.40439166,95.77654166,90.37316642,96.12097046
3/19/2010,86.99137565,98.30309631,85.15210087,95.76726058,85.04654905,95.91384496,87.08300107,95.43978223,90.11945476,95.80072494
3/20/2010,86.73457162,97.96082997,84.8438488,95.53163089,84.7019244,95.63702335,86.8422048,95.08888973,89.79960006,95.47686907
3/21/2010,86.48962995,97.60994627,84.58191441,95.2075601,84.43742674,95.33728106,86.5071562,94.79274371,89.54845314,95.14550334
3/22/2010,86.23910647,97.29816452,84.42773426,94.95628421,84.17722484,95.10262332,86.2369301,94.48947224,89.28876392,94.82745762
3/23/2010,86.01111481,97.00159584,84.21481517,94.7063296,83.98048236,94.85720558,85.9718228,94.20154139,88.98962183,94.51234638
3/24/2010,85.76066527,96.70132476,84.03890731,94.42947676,83.73029251,94.58707912,85.69505488,93.92197994,88.73702022,94.19910916
3/25/2010,85.52045114,96.43224312,83.7805339,94.16124446,83.57263031,94.28267042,85.43215434,93.6061323,88.4748786,93.90857517
3/26/2010,85.28156778,96.11020645,83.49340035,93.87044021,83.2471915,94.00675591,85.22920651,93.2770894,88.1775874,93.62916641
3/27/2010,85.04775711,95.80843683,83.28631609,93.61071184,83.07120526,93.74991585,84.96498965,92.95843012,87.83711653,93.32115493
3/28/2010,84.73291339,95.51426728,83.08169474,93.34056285,82.90948072,93.48630723,84.70050968,92.65672438,87.59188212,93.03967524
3/29/2010,84.51687512,95.2208746,82.86525889,93.06529353,82.60503385,93.19246967,84.51339035,92.35176592,87.35570096,92.76780068
3/30/2010,84.29025048,94.91747332,82.63777597,92.89145789,82.39054259,92.99947158,84.26593367,92.07190328,87.03661622,92.48568412
3/31/2010,84.05431302,94.62369902,82.42930229,92.63641448,82.16181521,92.77509043,83.9770472,91.80157863,86.72052344,92.16929063
4/1/2010,83.83778942,94.32552353,82.15405697,92.35967623,81.8488577,92.5244777,83.8059921,91.48748357,86.45477789,91.89851498
4/2/2010,83.57278554,94.04353811,81.97107786,92.1557479,81.69804827,92.2872292,83.57829525,91.20914773,86.14131452,91.62708627
4/3/2010,83.35021216,93.82517683,81.6827289,91.96011828,81.54653202,91.98483597,83.3155866,90.97478408,85.91534289,91.34424958
4/4/2010,83.23377561,93.59398321,81.49947348,91.68728766,81.35860954,91.77819825,83.0464432,90.66245252,85.63707512,91.08028203
4/5/2010,83.08355128,93.3184395,81.24711211,91.46337874,81.07366763,91.53152271,82.84989339,90.39095748,85.37601347,90.82056425
4/6/2010,82.92983698,93.05358751,81.03064788,91.23646381,80.86677156,91.31129629,82.60152769,90.13098223,85.10889793,90.56961147
4/7/2010,82.69928574,92.78694714,80.79763804,90.9967726,80.56336586,91.05808737,82.42614441,89.8400737,84.86408926,90.31438435
4/8/2010,82.54261868,92.5132082,80.65328852,90.83080133,80.31775985,90.82083645,82.2311711,89.61302787,84.58037212,90.06082983
4/9/2010,82.30107488,92.27096095,80.47751832,90.61816075,80.07285842,90.54852216,82.0177456,89.34466735,84.31673714,89.77346604
4/10/2010,82.0765718,91.98937365,80.36194887,90.39270403,79.86282152,90.35736355,81.86619341,89.11461136,84.11006063,89.52731284
4/11/2010,81.80840166,91.72114598,80.16328533,90.25678143,79.63322524,90.15357921,81.66374692,88.87472565,83.81831381,89.28300401
4/12/2010,81.66607517,91.55731776,79.99491285,90.03403921,79.37996794,89.95827137,81.50313413,88.6636112,83.55849292,89.02657863
4/13/2010,81.47163742,91.3135316,79.75748657,89.82223453,79.10195793,89.71011363,81.3748375,88.39907788,83.3196948,88.80227064
4/14/2010,81.25741253,91.04843536,79.53994696,89.66390626,78.96165329,89.53419247,81.14113998,88.2194547,83.17008942,88.58955984
4/15/2010,81.10004442,90.88098727,79.31028378,89.41879685,78.7645179,89.35716863,80.96478522,87.98228834,82.93498273,88.39666404
4/16/2010,80.87633413,90.68388893,79.10040364,89.22306547,78.6135372,89.18609804,80.82990744,87.76428964,82.66821704,88.16602653
4/17/2010,80.64201355,90.44730434,78.91822326,88.99047456,78.46107841,88.99666276,80.70006948,87.58003986,82.39938204,87.96958117
4/18/2010,80.43653002,90.23219077,78.70528032,88.76332141,78.23047431,88.81515308,80.49493841,87.36673506,82.1719544,87.77271426
4/19/2010,80.26447336,90.0283659,78.48341194,88.56794518,77.97194095,88.60766337,80.33400578,87.11819214,81.98557704,87.57348077
4/20/2010,80.14267464,89.8250963,78.30900491,88.38148864,77.76781669,88.44446575,80.11205864,86.94692382,81.72725427,87.37326064
4/21/2010,79.98785113,89.69765688,78.12273275,88.17109297,77.59369439,88.26623253,79.91238621,86.76675894,81.47426536,87.20397232
4/22/2010,79.76020516,89.49991434,77.99914881,87.94552628,77.44160012,88.09887686,79.71880228,86.59287258,81.22251834,87.02056668
4/23/2010,79.5970654,89.30351772,77.84449311,87.80620799,77.31989787,87.93163262,79.55262899,86.37040471,81.06221268,86.80925574
4/24/2010,79.44613096,89.13469132,77.63569813,87.61611449,77.07249263,87.77855491,79.34266422,86.23184444,80.85692865,86.60608765
4/25/2010,79.27500537,88.95209131,77.41360084,87.45700394,76.82891375,87.58985839,79.17959998,86.01582673,80.669429,86.4299346
4/26/2010,79.02306458,88.81517862,77.19334606,87.27887174,76.59712973,87.38746212,79.07321476,85.82071381,80.44362519,86.2419675
4/27/2010,78.82956313,88.64057423,77.03721063,87.10674925,76.39430996,87.2235731,78.86899816,85.63545491,80.27949956,86.06420719
4/28/2010,78.63828164,88.49941945,76.89286056,86.96411092,76.26252202,87.06838413,78.71170529,85.45938541,80.08957833,85.83207033
4/29/2010,78.46419231,88.33566157,76.6973677,86.80674452,76.11023794,86.88688,78.51222774,85.27422102,79.94079671,85.6452778
4/30/2010,78.23409335,88.16095816,76.50599323,86.66959037,76.0246956,86.68410237,78.3157332,85.13616413,79.80373363,85.48205311
5/1/2010,78.072406,88.00002375,76.30615696,86.51180613,75.80690613,86.50563184,78.17448676,84.93579331,79.63324799,85.31555356
5/2/2010,77.95710556,87.8539777,76.1740963,86.35572239,75.62285538,86.39505339,78.01368044,84.79007622,79.44519427,85.1718041
5/3/2010,77.89145452,87.68930119,76.02796145,86.22314348,75.5138354,86.25314116,77.78688288,84.65548336,79.28364304,85.04401351
5/4/2010,77.76865675,87.51986644,75.82566233,86.10759299,75.45821619,86.14001003,77.70681323,84.55645324,79.07612733,84.87225526
5/5/2010,77.61577968,87.39038895,75.67177098,85.94773173,75.32735794,86.0004683,77.53641665,84.48107252,78.86486651,84.71207709
5/6/2010,77.46308721,87.2239091,75.58435043,85.77455175,75.22829163,85.84756684,77.4247444,84.29794972,78.73052542,84.53668608
5/7/2010,77.3144163,87.08873592,75.3970743,85.64259913,75.02689983,85.68000726,77.28514185,84.11006598,78.58465404,84.39015711
5/8/2010,77.12321388,86.95080775,75.21530014,85.53180295,75.00182524,85.5658658,77.15617488,84.0106476,78.41988498,84.2689755
5/9/2010,77.01400132,86.81174777,75.06496407,85.43136483,74.84002106,85.4723543,77.00974931,83.87635981,78.23352055,84.15368437
5/10/2010,76.80390528,86.66491572,74.90398929,85.32157206,74.76059334,85.34631964,76.87544857,83.73451259,78.09405291,84.00583533
5/11/2010,76.62417666,86.51355882,74.73765538,85.25828241,74.66977781,85.24320228,76.70053977,83.61093292,77.91298703,83.90316556
5/12/2010,76.53059905,86.36159194,74.58840432,85.18370274,74.63620401,85.08632903,76.53071185,83.47732933,77.75893267,83.81233439
5/13/2010,76.40988012,86.22673403,74.42129379,85.08824602,74.44105592,84.9544219,76.40827172,83.31850394,77.62935541,83.66917018
5/14/2010,76.25929795,86.08116953,74.25875966,85.00209018,74.27747511,84.87960484,76.27912684,83.16381435,77.47664943,83.54343996
5/15/2010,76.14831125,86.00532758,74.1076695,84.86413746,74.0968954,84.76165335,76.14475538,83.04969909,77.28887384,83.41044617
5/16/2010,76.00299934,85.86127111,74.00082275,84.81511453,73.98642914,84.68830054,75.98707809,82.97645445,77.10345243,83.27463323
5/17/2010,75.85199735,85.7321708,73.89108246,84.74297722,73.8629754,84.60170764,75.8270532,82.88832182,76.92190033,83.15104394
5/18/2010,75.73190331,85.61079594,73.7692601,84.63844297,73.81707351,84.51726191,75.67385996,82.79876418,76.75329984,83.04725755
5/19/2010,75.63634052,85.50732514,73.60414738,84.56724091,73.63689159,84.36978473,75.56558709,82.64270816,76.62449132,82.93828523
5/20/2010,75.47687765,85.45838199,73.47359696,84.46335594,73.55558356,84.28744171,75.44515852,82.53792242,76.52573786,82.82197246
5/21/2010,75.34440007,85.41781568,73.36554527,84.40614195,73.45303763,84.16055941,75.32918446,82.47638685,76.37988243,82.69585359
5/22/2010,75.25477282,85.34315036,73.24672181,84.30732377,73.37485407,84.00786631,75.19625749,82.3339216,76.20419085,82.56404149
5/23/2010,75.11586586,85.22398884,73.16462834,84.21349673,73.29881864,83.89774674,75.13323311,82.22255528,76.0593249,82.47206618
5/24/2010,75.02537035,85.18447811,73.05677317,84.14801743,73.21784605,83.82346556,75.03089774,82.13328304,75.8884269,82.36277322
5/25/2010,74.9217023,85.06540506,72.90710947,84.04614275,73.04876347,83.69812119,74.92845827,81.98677626,75.76536289,82.26661811
5/26/2010,74.8475504,85.02460877,72.81922675,83.91626896,73.04123195,83.58775039,74.81539239,81.91473724,75.68520083,82.09268545
5/27/2010,74.79259231,84.92277783,72.72256132,83.88004134,73.03531091,83.52557639,74.68597514,81.83398992,75.51990113,81.97383422
5/28/2010,74.72423064,84.80924142,72.5954519,83.77965052,72.88871264,83.40601727,74.58631555,81.80608058,75.37684039,81.89301424
5/29/2010,74.65942124,84.75550633,72.45481146,83.68702127,72.75479828,83.34848061,74.43468261,81.69271736,75.22810815,81.78720455
5/30/2010,74.6110512,84.66618044,72.34762476,83.6146135,72.6836914,83.30776835,74.3820235,81.63246977,75.1354912,81.66068907
5/31/2010,74.50403596,84.58001024,72.19268741,83.53295287,72.52811724,83.19352829,74.28611051,81.50914734,75.0209108,81.60350705
6/1/2010,74.41661383,84.47757079,72.06100855,83.48095916,72.49527213,83.07463411,74.16199138,81.44190694,74.9414739,81.53973623
6/2/2010,74.31915738,84.36743687,71.97192963,83.40526141,72.47806805,82.9353975,74.05426021,81.4038816,74.87619136,81.44347822
6/3/2010,74.2222937,84.33687035,71.91255059,83.36096854,72.41059537,82.86381799,73.89679404,81.30806481,74.73361249,81.34799678
6/4/2010,74.12497158,84.30900212,71.8030918,83.2415907,72.28164082,82.81023343,73.80210947,81.24531521,74.65999569,81.24930484
6/5/2010,73.96083224,84.22261684,71.75494196,83.1941528,72.181904,82.73329203,73.76820855,81.17660853,74.5748747,81.16261391
6/6/2010,73.84504645,84.13714401,71.60574603,83.12424595,72.02932311,82.61622843,73.67661131,81.060776,74.44293589,81.12053731
6/7/2010,73.76842142,84.04059268,71.56212942,83.03804014,72.00671214,82.58581595,73.61673583,81.00249423,74.3607012,81.04348494
6/8/2010,73.69005123,83.95552664,71.44873061,82.96923648,71.83362221,82.49151293,73.54215444,80.94817387,74.31339246,81.02256422
6/9/2010,73.70910907,83.88739389,71.34483843,82.90631296,71.78638818,82.40783846,73.51385896,80.84266451,74.24687134,80.92129765
6/10/2010,73.64657922,83.79940276,71.26277813,82.81313418,71.69781576,82.3116812,73.3952826,80.78471374,74.11524522,80.78734093
6/11/2010,73.54556516,83.7198914,71.20348394,82.77100818,71.6952127,82.24992057,73.29842356,80.75360943,74.02916485,80.7258095
6/12/2010,73.44188918,83.62261911,71.11185924,82.67955632,71.5444053,82.17614427,73.21856466,80.65775669,73.90305324,80.68080396
6/13/2010,73.34801006,83.54296652,71.03891289,82.57770395,71.53700702,82.10107159,73.15723751,80.59304289,73.83440613,80.5944718
6/14/2010,73.25576461,83.49731545,70.99560554,82.57611603,71.50629538,82.03383836,73.0434765,80.49018494,73.69845779,80.52281448
6/15/2010,73.16979351,83.45164982,70.86703159,82.53032941,71.48981112,81.93738696,72.94899947,80.4290858,73.63871734,80.44295806
6/16/2010,73.10326642,83.33882563,70.83544186,82.42752727,71.35160193,81.895313,72.86082162,80.35788519,73.50337723,80.37683296
6/17/2010,73.03616393,83.20455009,70.71735137,82.31297573,71.21002696,81.78892347,72.78091895,80.24625689,73.38047613,80.28711668
6/18/2010,72.95012406,83.15101386,70.64598326,82.21497242,71.07893904,81.73692669,72.71416375,80.12574846,73.25273173,80.23172592
6/19/2010,72.86558604,83.17076378,70.52602636,82.13261302,71.07097702,81.6879052,72.62075947,80.07947588,73.11830367,80.12338636
6/20/2010,72.83843024,83.07264125,70.475834,82.03739301,70.92661842,81.65427211,72.51218067,79.99992251,73.05446184,80.0973166
6/21/2010,72.78552201,82.92874579,70.45246948,81.97301337,70.91857322,81.56065238,72.40989925,79.96457584,72.94067121,80.06074139
6/22/2010,72.71243569,82.88238367,70.34815686,81.88135006,70.87864859,81.51099003,72.32157917,79.90826861,72.87929222,80.00408848
6/23/2010,72.61591004,82.80032328,70.28188024,81.77805225,70.84622897,81.42308125,72.24868419,79.91819486,72.76032121,79.9168932
6/24/2010,72.55007552,82.7543518,70.18732533,81.67960726,70.71415564,81.33789963,72.18594556,79.81950121,72.63257908,79.87530875
6/25/2010,72.49091915,82.6589402,70.09469381,81.6056986,70.70907445,81.25609345,72.1256132,79.80821607,72.58733825,79.73333276
6/26/2010,72.34504826,82.61052825,69.99673165,81.60443113,70.62175844,81.18596651,72.057163,79.69043415,72.49079773,79.66471359
6/27/2010,72.30215475,82.53659674,69.9405628,81.49714766,70.59062693,81.14333096,71.99311063,79.62812423,72.44868124,79.5520231
6/28/2010,72.33948482,82.53131992,69.85722355,81.46283973,70.46589319,81.03165749,71.93983112,79.50611049,72.33630278,79.47175098
6/29/2010,72.36353064,82.47570925,69.78084551,81.35777016,70.46096787,80.97042559,71.82617863,79.50812962,72.25489974,79.39905365
6/30/2010,72.30477071,82.42792615,69.71904108,81.31428031,70.35414225,80.8620357,71.77090842,79.37447031,72.1464633,79.31697788
7/1/2010,72.25794458,82.39286678,69.64882718,81.31898849,70.24458981,80.78611503,71.67307533,79.27238728,72.13902609,79.23370668
7/2/2010,72.17860424,82.35234263,69.58222961,81.26274121,70.13792369,80.6776095,71.60424916,79.2573301,72.09165638,79.12505957
7/3/2010,72.20825998,82.26998225,69.52453697,81.17477983,70.12138999,80.62819265,71.55048836,79.2492302,72.08693852,79.03877451
7/4/2010,72.14765154,82.22919992,69.45941799,81.08942346,70.05289425,80.5574518,71.50544947,79.21148288,71.99834606,78.91899446
7/5/2010,72.05832799,82.19130017,69.39831535,81.04905732,70.00950042,80.4921272,71.41107127,79.17446756,72.017615,78.82656128
7/6/2010,72.00373594,82.11000998,69.33758814,80.99274906,69.91379265,80.37895753,71.35499065,79.05520036,71.9197059,78.76080111
7/7/2010,72.04628316,82.0265602,69.26202588,80.91959178,69.89292607,80.32654553,71.28996644,79.00493189,71.90432427,78.70914661
7/8/2010,71.96950762,81.96732645,69.16939681,80.8377956,69.89640581,80.23954683,71.19921582,79.01338834,71.82463634,78.61589383
7/9/2010,71.9273425,81.89596214,69.03314335,80.78808247,69.86964497,80.17612695,71.1529328,78.96979393,71.78009749,78.53903344
7/10/2010,71.93644308,81.83379497,68.98845849,80.75665069,69.79468193,80.15374959,71.11909383,78.97777014,71.73143217,78.44267356
7/11/2010,71.86612967,81.76421253,68.87917144,80.72714483,69.70482236,80.06512094,71.06548112,78.93138563,71.68194229,78.35518513
7/12/2010,71.8129246,81.66928579,68.82104939,80.66085752,69.61595278,79.94050152,71.06680792,78.79761552,71.62251377,78.30986312
7/13/2010,71.83589403,81.58037551,68.80510739,80.59099233,69.5306871,79.83965313,71.05603433,78.76277052,71.53120318,78.22129906
7/14/2010,71.82484301,81.52168389,68.75761295,80.47732862,69.4438758,79.78075851,71.00388638,78.73702028,71.55915893,78.13724844
7/15/2010,71.77377318,81.39683088,68.68392941,80.35731115,69.346221,79.73427797,70.92621186,78.65851848,71.47510615,78.06741721
7/16/2010,71.69688386,81.27272277,68.64462393,80.27703313,69.2803624,79.68453873,70.90100946,78.65912988,71.40807808,77.99422772
7/17/2010,71.62093847,81.14304513,68.57117151,80.22975561,69.28039763,79.60946847,70.82186926,78.57095314,71.41671991,77.91241901
7/18/2010,71.57336239,81.05163826,68.51737008,80.16673093,69.21085605,79.49578134,70.84339015,78.44189532,71.3173278,77.85951207
7/19/2010,71.5238668,80.95167093,68.44454904,80.1356843,69.24977589,79.42578874,70.76157419,78.34823002,71.29652951,77.78926435
7/20/2010,71.5848564,80.88051646,68.37958702,80.00214482,69.1871385,79.36543855,70.7405084,78.26634966,71.23925649,77.73368301
7/21/2010,71.53233318,80.77035379,68.37601531,79.8842562,69.18175803,79.27752449,70.71494813,78.17786376,71.23893571,77.66394425
7/22/2010,71.4843864,80.68870032,68.35454151,79.81624294,69.14890179,79.1660456,70.64392961,78.14670651,71.26372725,77.58903879
7/23/2010,71.44271552,80.61216665,68.3146036,79.75084247,69.01366217,79.10840586,70.59850011,78.1153186,71.22881003,77.53929937
7/24/2010,71.39638318,80.50443332,68.2481725,79.69657949,68.94849194,78.99016117,70.6248556,77.9981584,71.14574288,77.4543444
7/25/2010,71.31330377,80.39171338,68.24272445,79.57654592,68.81458644,78.88927619,70.54249331,77.91848785,71.10694242,77.38234656
7/26/2010,71.26489792,80.35259397,68.15218462,79.45962561,68.80214968,78.86661099,70.47095763,77.79808678,71.05259306,77.32312806
7/27/2010,71.23665161,80.24541013,68.18669015,79.41087909,68.8028773,78.78326208,70.46927727,77.734509,70.98054121,77.26558023
7/28/2010,71.29582372,80.17055642,68.13603428,79.33646888,68.7739644,78.78234435,70.45111561,77.65582569,70.94500085,77.23043734
7/29/2010,71.19947652,80.08907752,68.09894386,79.27246983,68.75447614,78.69098976,70.42125226,77.54938414,70.88961269,77.1695197
7/30/2010,71.15763658,79.98511222,68.04944189,79.23365615,68.70004312,78.58324488,70.45082028,77.43608258,70.80101265,77.07762196
7/31/2010,71.11738815,79.95013268,67.97658667,79.19743699,68.64182127,78.48221879,70.37952782,77.38351275,70.77683195,77.01792935
8/1/2010,71.17867498,79.88252404,67.9071036,79.1601932,68.56631398,78.45792131,70.3443368,77.27024342,70.74430103,76.94961893
8/2/2010,71.11467366,79.81033701,67.8916964,79.11418993,68.51629005,78.43566658,70.37086604,77.17935183,70.65975782,76.87441262
8/3/2010,71.16787736,79.80964353,67.79273257,79.0867135,68.55629107,78.43431372,70.38466021,77.05113824,70.62928857,76.79677409
8/4/2010,71.07634632,79.73602665,67.76049075,79.01349864,68.43834491,78.34502281,70.35565683,76.98214024,70.61310238,76.69971229
8/5/2010,71.0320545,79.63425747,67.71534046,78.97837201,68.39350968,78.23905253,70.38574593,76.86985523,70.52446794,76.61605031
8/6/2010,70.95568772,79.53985635,67.64672581,78.95694572,68.40585679,78.15877404,70.30370888,76.81935048,70.51707161,76.55541587
8/7/2010,70.90042142,79.46682087,67.65159773,78.9040754,68.42136755,78.1413744,70.21485101,76.74359077,70.50799445,76.49182347
8/8/2010,70.85797022,79.42264438,67.65610462,78.87309691,68.36488764,78.05193091,70.21925,76.6989387,70.5049634,76.38146197
