Date,Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8,Value9,Value10,Value11,Value12,Vibr1,Vibr2,Vibr3,Vibr4
5/29/2022 16:38,66.18353,78.03642,65.48466,75.89352,67.9212,76.50559,65.46954,72.16142,64.24288,71.68417,0,94166.12,0.054,0.063,-0.078,0.081
5/29/2022 16:38,66.18472,78.07549,65.52283,75.97723,67.93658,76.55013,65.47986,72.18034,64.20534,71.68508,0,94166.12,0.139,0.212,0.002,-0.044
5/29/2022 16:38,66.19294,78.05405,65.5177,75.9222,67.91064,76.52912,65.51994,72.15211,64.22687,71.68649,0,94166.12,0.024,0.093,-0.02,-0.1
5/29/2022 16:38,66.3019,77.78863,65.29351,76.05087,67.81925,76.36638,65.629,72.22353,64.18661,71.68741,0,94166.12,0.039,0.007,-0.134,-0.068
5/29/2022 16:38,64.68934,75.90481,67.45857,76.60943,68.2785,75.1524,63.64189,72.58713,66.55652,71.68961,0,94166.12,0.015,0.022,-0.132,-0.032
5/29/2022 16:38,66.35268,77.8054,65.25047,76.04901,67.73521,76.35501,65.62454,72.20705,64.21858,71.69235,0,94166.12,0.015,0.149,0.015,-0.051
5/29/2022 16:38,64.59923,75.90651,67.40384,76.62663,68.31993,75.1687,63.70032,72.54817,66.66623,71.69541,0,94166.12,0.02,0.144,0.012,-0.039
5/29/2022 16:38,64.57715,75.86685,67.4285,76.60029,68.23284,75.16472,63.66206,72.59925,66.58092,71.69574,0,94166.12,-0.027,0.083,-0.024,-0.125
5/29/2022 16:38,64.57849,75.93684,67.40624,76.64318,68.35335,75.17528,63.72398,72.52923,66.63631,71.69641,0,94166.12,-0.002,-0.029,-0.046,-0.093
5/29/2022 16:38,66.20034,78.1445,65.50361,75.99429,67.92982,76.55592,65.46317,72.20881,64.1737,71.69691,0,94166.12,-0.056,-0.105,0.046,-0.027
5/29/2022 16:38,64.59591,75.86593,67.39282,76.60745,68.23544,75.16666,63.69231,72.54902,66.60731,71.7025,0,99584.39,-0.039,-0.142,-0.042,0.095
5/29/2022 16:38,64.85141,75.86711,67.4003,76.61783,68.25419,75.24659,63.64021,72.56635,66.4743,71.70758,0,102472.2,-0.015,0.012,-0.059,0.054
5/29/2022 16:38,64.66807,75.90635,67.39184,76.60773,68.31371,75.13794,63.67217,72.56,66.62676,71.70798,0,100688.7,0.007,0.01,-0.002,0.005
5/29/2022 16:38,66.25093,78.15105,65.55356,76.05598,67.89786,76.56344,65.4356,72.22622,64.23957,71.70808,0,100688.7,-0.063,-0.024,0.083,-0.061
5/29/2022 16:38,64.5935,76.12554,67.39578,76.71878,68.17696,75.3284,63.80413,72.64774,66.57316,71.70996,0,100688.7,-0.122,-0.09,0.049,-0.007
5/29/2022 16:38,64.55365,75.90879,67.36388,76.60538,68.3531,75.19524,63.74237,72.51356,66.61046,71.71072,0,100688.7,-0.149,-0.117,-0.049,0.051
5/29/2022 16:38,64.88145,75.87751,67.36033,76.59988,68.21523,75.22441,63.58624,72.53034,66.43518,71.71118,0,100688.7,-0.061,-0.037,-0.103,0.073
5/29/2022 16:38,66.40278,77.83341,65.20416,76.09921,67.71331,76.36147,65.58569,72.26385,64.2298,71.71245,0,100688.7,0.02,-0.081,-0.161,-0.037
5/29/2022 16:38,66.37303,77.82046,65.26147,76.08843,67.69672,76.38638,65.59593,72.25362,64.17501,71.71393,0,100688.7,-0.024,-0.125,-0.073,-0.095
5/29/2022 16:38,64.63171,76.13708,67.31911,76.71439,68.1403,75.32829,63.75721,72.61652,66.5433,71.71516,0,100688.7,-0.049,-0.032,0.073,-0.156
5/29/2022 16:38,64.64045,75.88422,67.38719,76.62518,68.21684,75.16631,63.64251,72.55837,66.56224,71.71582,0,186506,-0.027,0.012,-0.083,-0.103
5/29/2022 16:38,66.41652,77.77148,65.1955,76.06071,67.71629,76.35091,65.59745,72.28935,64.21552,71.71719,0,285868.1,0.059,0.027,-0.188,-0.059
5/29/2022 16:38,64.65635,75.97576,67.37637,76.63669,68.31736,75.17203,63.70457,72.5084,66.61578,71.72059,0,350334.7,0.015,-0.007,0.054,0
5/29/2022 16:38,64.6238,75.9841,67.3919,76.65586,68.24905,75.11749,63.70338,72.50062,66.60751,71.72066,0,407721.3,0,0.044,-0.083,-0.059
5/29/2022 16:39,66.41827,77.85531,65.22598,76.06055,67.77723,76.36419,65.6185,72.22301,64.21635,71.72085,0,509022.8,0.037,0.063,-0.176,-0.073
5/29/2022 16:39,66.35862,77.77768,65.22951,76.09348,67.80439,76.39003,65.6151,72.26067,64.20181,71.72297,0,541231.5,0.095,0.203,-0.173,-0.105
5/29/2022 16:39,64.77152,75.96127,67.36325,76.63611,68.19054,75.21652,63.72445,72.58729,66.45708,71.72932,0,641641.7,0.012,0.195,-0.056,-0.059
5/29/2022 16:39,66.20909,78.13277,65.55441,76.08514,67.98016,76.59295,65.41432,72.26192,64.20241,71.73232,0,742131,-0.044,-0.002,-0.007,-0.032
5/29/2022 16:39,66.4726,77.78357,65.15991,76.06575,67.64552,76.3513,65.59267,72.26412,64.25764,71.73239,0,743252.2,-0.081,0.042,-0.002,0
5/29/2022 16:39,66.19553,78.17717,65.54823,76.07791,68.00346,76.65936,65.42421,72.26681,64.20291,71.73654,0,641950.7,-0.012,-0.068,-0.01,-0.027
5/29/2022 16:39,64.66993,76.02458,67.41425,76.66407,68.30993,75.12019,63.70205,72.53127,66.59157,71.74046,0,541569.6,-0.049,-0.02,0.11,-0.037
5/29/2022 16:39,64.90261,75.98495,67.33032,76.62884,68.20142,75.20841,63.71067,72.57904,66.4427,71.74285,0,439901.8,-0.056,-0.037,0.178,-0.007
5/29/2022 16:39,64.72621,76.08193,67.31419,76.68021,68.13477,75.26645,63.72747,72.59039,66.48895,71.74553,0,434065.3,-0.059,-0.059,0.085,-0.002
5/29/2022 16:39,64.4743,76.39204,67.37033,76.56033,67.90954,73.81004,63.58776,72.94368,65.46298,71.74876,0,534537.3,-0.098,-0.164,0.11,0.049
5/29/2022 16:39,64.58868,75.96514,67.42979,76.76256,68.22832,75.07083,63.71333,72.48853,66.55088,71.74905,0,505066.6,-0.071,-0.063,0.034,0.059
5/29/2022 16:39,66.47459,77.78186,65.17981,76.12403,67.67834,76.3638,65.59959,72.29697,64.28223,71.74909,0,405038.8,-0.11,0.002,0.122,0.063
5/29/2022 16:39,66.22449,78.24065,65.56673,76.08383,67.96212,76.68177,65.44009,72.24258,64.27959,71.75082,0,395642.3,-0.176,-0.061,0.098,0.093
5/29/2022 16:39,64.58169,75.97569,67.43091,76.70392,68.21511,75.08984,63.69173,72.51684,66.57496,71.75302,0,497238.3,-0.225,-0.095,0.042,0.105
5/29/2022 16:39,64.71952,76.18333,67.32999,76.74426,68.1516,75.36465,63.7488,72.71092,66.63751,71.76066,0,526280.6,-0.11,-0.176,0.024,0.061
5/29/2022 16:39,64.55983,76.37023,67.45419,76.52614,67.95877,73.74143,63.62865,72.94639,65.45518,71.76131,0,431785.6,0.044,-0.049,0.098,0.017
5/29/2022 16:39,64.79015,76.23225,67.4023,76.73989,68.16786,75.33173,63.73756,72.70246,66.6891,71.76144,0,435732.3,0.046,-0.11,0.007,0.042
5/29/2022 16:39,64.80618,76.00432,67.30138,76.65859,68.12691,75.2347,63.76182,72.58038,66.46104,71.76366,0,473452.8,-0.01,0,-0.159,0.09
5/29/2022 16:39,66.39779,77.76276,65.11314,76.13984,67.68774,76.35507,65.64356,72.32614,64.2909,71.7731,0,497891.9,-0.015,0.093,-0.066,0.095
5/29/2022 16:39,64.51214,76.49618,67.27829,76.61596,67.91539,73.85587,63.52426,72.96498,65.48478,71.78004,0,474115.1,0.081,-0.044,-0.085,0.042
5/29/2022 16:39,64.55518,76.38217,67.40583,76.51736,67.89163,73.76393,63.60247,72.92518,65.44296,71.78027,0,495194.9,0.146,0.095,-0.029,-0.051
5/29/2022 16:39,64.43102,76.53274,67.22977,76.65318,67.949,73.87789,63.51221,72.99106,65.46571,71.78055,0,475636.4,0.134,0.19,-0.044,-0.076
5/29/2022 16:39,64.62758,75.98099,67.44645,76.72356,68.23215,75.04817,63.68755,72.50145,66.56326,71.7806,0,508595.9,0.061,0.029,-0.039,0.022
5/29/2022 16:39,64.69091,76.18082,67.36798,76.71193,68.23784,75.36322,63.79089,72.69971,66.61346,71.78105,0,468006.7,0.017,-0.049,-0.068,0.059
5/29/2022 16:39,64.68575,76.02091,67.39859,76.74079,68.17212,75.07931,63.67254,72.46461,66.52504,71.78228,0,415545.3,-0.012,-0.01,-0.056,0.046
5/29/2022 16:39,64.44494,76.56186,67.19714,76.64903,67.96996,73.96479,63.57653,73.01312,65.43472,71.78279,0,409968.9,-0.042,0.005,-0.054,-0.061
5/29/2022 16:39,66.24438,78.22608,65.56306,76.12323,68.02726,76.69499,65.38541,72.24411,64.35128,71.7839,0,420266.3,-0.012,0.068,0.081,-0.063
5/29/2022 16:39,67.8104,75.56301,68.22468,75.11642,67.48814,74.33611,66.3937,74.2698,65.35689,71.78553,0,463778.1,0.044,-0.037,0.01,-0.051
5/29/2022 16:39,66.33553,78.2215,65.52872,76.1708,68.00541,76.67352,65.37091,72.26517,64.36645,71.79337,0,473713.6,0.083,-0.024,0.088,0.054
5/29/2022 16:39,64.56503,76.43569,67.31863,76.56728,67.90886,73.84712,63.53176,72.94205,65.48364,71.79406,0,465458.8,0.066,-0.078,0.137,0.107
5/29/2022 16:39,66.42869,78.29341,65.56689,76.22063,67.90772,76.73507,65.36594,72.24951,64.36844,71.79542,0,509431.5,-0.112,-0.085,0.02,0.149
5/29/2022 16:39,66.38802,77.75336,65.08876,76.12682,67.70085,76.38648,65.63726,72.34983,64.31792,71.79646,0,461352.4,-0.215,-0.139,0.049,0.022
5/29/2022 16:39,67.84504,75.58511,68.25008,75.09167,67.52872,74.32832,66.4228,74.26308,65.40471,71.79647,0,395846.8,-0.132,-0.093,0.02,-0.022
5/29/2022 16:39,67.70484,75.62038,68.07692,75.04034,67.50926,74.24427,66.36211,74.26305,65.23242,71.79793,0,397488.4,0.063,-0.154,0.081,-0.068
5/29/2022 16:39,64.56056,76.3375,67.47531,76.52701,68.01812,73.74237,63.66491,72.92812,65.50646,71.79892,0,461751.7,0.095,-0.139,0.054,-0.044
5/29/2022 16:39,68.63564,75.72892,64.98365,75.80737,67.41558,75.00413,66.18163,72.46337,67.82815,71.79949,0,460005.6,-0.02,0.032,-0.12,0.012
5/29/2022 16:39,67.9203,75.58757,68.21086,75.08267,67.42023,74.31936,66.40495,74.29586,65.37671,71.79978,0,358164.7,-0.078,0.044,-0.054,0.066
5/29/2022 16:39,67.72218,75.6302,68.05419,75.06223,67.48482,74.229,66.35049,74.2608,65.19601,71.80254,0,367925.2,0.051,-0.002,0.117,0.073
5/29/2022 16:39,67.79476,75.57446,68.20061,75.09853,67.50301,74.31264,66.38177,74.26586,65.30698,71.80266,0,356245.3,0.168,-0.051,-0.078,-0.002
5/29/2022 16:39,68.63342,75.77164,65.04322,75.87355,67.42342,75.04359,66.22356,72.51025,67.83335,71.8034,0,260887.5,0.105,0.083,-0.083,-0.042
5/29/2022 16:39,64.62259,76.4249,67.6276,76.47235,67.96446,73.74264,63.74462,72.94422,65.61428,71.80541,0,319448,0.068,0.029,-0.073,-0.095
5/29/2022 16:39,67.70967,75.61266,68.10603,75.07985,67.48412,74.24557,66.3213,74.25163,65.22965,71.80557,0,421559.7,-0.007,0.068,-0.037,-0.02
5/29/2022 16:39,68.46138,75.71151,64.99374,75.77575,67.3772,75.01341,66.12084,72.492,67.8474,71.80611,0,401408.2,0.024,0.12,0.029,0.01
5/29/2022 16:39,64.61398,76.32862,67.45435,76.53357,68.01839,73.73315,63.66193,72.97924,65.50947,71.80676,0,299101.2,0.049,0.22,0.059,-0.032
5/29/2022 16:39,67.60213,75.73116,68.30065,75.24873,67.46684,74.33967,66.35417,74.27444,65.22797,71.80687,0,342654.7,0.005,0.22,0.02,-0.061
5/29/2022 16:39,67.66737,75.60113,68.09203,75.10211,67.41518,74.28336,66.29725,74.25311,65.18252,71.80807,0,313254,-0.022,0.132,0.051,-0.11
5/29/2022 16:39,64.70526,76.46882,67.67867,76.48969,67.97626,73.7468,63.74705,72.95283,65.58309,71.80895,0,341861.1,0.024,0.059,0.063,-0.051
5/29/2022 16:39,68.49973,75.72936,64.97702,75.79202,67.31866,75.02427,66.08888,72.5397,67.84997,71.81111,0,443227,0.017,-0.012,0.022,-0.02
5/29/2022 16:39,68.54031,75.72598,65.02267,75.84631,67.37073,75.00686,66.1457,72.42677,67.83228,71.81114,0,413010.5,0.015,-0.032,-0.015,0.068
5/29/2022 16:39,67.9097,75.58926,68.26157,75.10615,67.47874,74.34668,66.4168,74.30413,65.38659,71.81178,0,448469.9,-0.051,0.017,0.005,0.039
5/29/2022 16:39,68.74352,75.83414,65.10255,75.9323,67.6587,75.14709,66.36673,72.7938,67.82418,71.81186,0,534365.4,-0.115,-0.012,0.183,-0.017
5/29/2022 16:39,67.97241,75.59502,68.1367,75.04112,67.43627,74.28069,66.37566,74.32501,65.42585,71.81374,0,636401.5,-0.073,0.029,0.095,0.007
5/29/2022 16:39,66.38716,78.31123,65.53818,76.25526,67.99261,76.77567,65.34167,72.28497,64.35026,71.81586,0,592474.1,-0.066,0.051,0.103,0.068
5/29/2022 16:39,68.61384,75.7355,64.98106,75.83424,67.40211,75.01129,66.23518,72.50464,67.84785,71.81634,0,635465.3,-0.088,-0.061,0.02,0.076
5/29/2022 16:39,67.78701,75.56628,68.17029,75.06554,67.51517,74.29552,66.38419,74.27596,65.26151,71.81663,0,675620.9,-0.132,-0.061,-0.002,0.022
5/29/2022 16:39,66.33446,77.73683,65.09019,76.19776,67.62531,76.36507,65.64104,72.38266,64.32912,71.817,0,601854.7,0.002,-0.122,0.034,-0.034
5/29/2022 16:39,66.34283,77.75952,65.12987,76.22475,67.67766,76.39116,65.68298,72.36525,64.34396,71.8187,0,615846.6,0.027,-0.105,0.054,-0.049
5/29/2022 16:39,67.62925,75.68278,68.24862,75.20623,67.39892,74.32049,66.33173,74.26896,65.16064,71.81921,0,673069.6,0.1,-0.027,-0.007,-0.01
5/29/2022 16:39,64.6727,76.36974,67.56678,76.50442,67.98698,73.7269,63.7064,72.92922,65.58104,71.82005,0,594719.4,0.01,0.044,0.027,0.017
5/29/2022 16:39,64.78856,76.33034,67.82971,76.484,68.09745,73.63227,63.74888,72.91329,65.59955,71.82039,0,494903.8,-0.005,0.149,0.005,-0.005
5/29/2022 16:40,68.44427,75.756,64.90063,75.77336,67.34559,75.08504,66.02151,72.50924,67.69762,71.82098,0,424385.9,0.164,0.039,0.071,-0.01
5/29/2022 16:40,68.61282,75.83364,65.05267,75.89927,67.51321,75.02855,66.3172,72.52734,67.80427,71.82172,0,340046.2,0.137,0.029,0.044,-0.073
5/29/2022 16:40,64.54383,76.58268,67.15453,76.66205,68.01308,73.97702,63.57774,73.05019,65.44804,71.8231,0,408558,0.1,0.083,-0.193,-0.098
5/29/2022 16:40,64.61966,76.47965,67.70777,76.47949,68.00622,73.70546,63.78243,72.97913,65.56071,71.82409,0,364018.1,0.071,0.156,-0.212,-0.1
5/29/2022 16:40,64.63258,76.32319,67.50485,76.51292,68.01776,73.71863,63.68031,72.92352,65.52901,71.82492,0,418002.5,0.059,-0.027,-0.071,-0.076
5/29/2022 16:40,67.94276,75.59239,68.1137,75.05013,67.38458,74.29272,66.38011,74.35454,65.43363,71.82505,0,331990.1,0.039,0.061,0.061,-0.02
5/29/2022 16:40,64.79575,76.35405,67.83978,76.44498,68.05656,73.68346,63.72414,72.96255,65.5467,71.8278,0,404314.5,0.11,0.115,-0.078,0.024
5/29/2022 16:40,66.33125,78.33296,65.57411,76.24091,67.95055,76.80062,65.31921,72.32738,64.32766,71.82818,0,504217,0.071,0.081,-0.02,0.02
5/29/2022 16:40,64.76387,76.35159,67.8404,76.49535,68.07526,73.64677,63.74202,72.95557,65.59891,71.82887,0,427149.5,-0.054,-0.059,-0.017,0.049
5/29/2022 16:40,64.65391,76.03532,67.38031,76.72208,68.11243,75.09254,63.64906,72.49769,66.49664,71.83184,0,400966.5,-0.056,-0.02,0.127,-0.024
5/29/2022 16:40,68.71737,75.8795,65.01759,75.92042,67.66147,75.22424,66.40092,72.85721,67.7937,71.83258,0,341805.5,-0.02,-0.076,0.032,-0.005
5/29/2022 16:40,66.35367,78.32874,65.59643,76.26075,67.94188,76.79871,65.32679,72.35091,64.31716,71.8335,0,433419.2,-0.029,-0.173,-0.11,-0.01
5/29/2022 16:40,66.40211,77.81298,65.10238,76.25568,67.61368,76.41277,65.67974,72.36037,64.3822,71.83434,0,349605.3,-0.11,-0.154,-0.142,-0.037
5/29/2022 16:40,68.41634,75.74573,64.94392,75.77446,67.31799,75.03613,66.03484,72.52937,67.81792,71.83472,0,434703.2,-0.083,-0.112,0.063,0.024
5/29/2022 16:40,64.60818,76.44942,67.69662,76.48755,68.00867,73.71088,63.7343,72.94341,65.52108,71.83611,0,534201.3,-0.024,0.002,0.134,0.022
5/29/2022 16:40,68.71204,75.78873,65.08995,76.00387,67.6024,75.07114,66.35593,72.68805,67.84477,71.83858,0,444352.8,-0.049,-0.12,-0.015,0.046
5/29/2022 16:40,68.47486,75.77085,64.88824,75.80399,67.29462,75.10056,66.00485,72.57135,67.7075,71.84296,0,343657.3,-0.032,-0.073,0.237,0.103
5/29/2022 16:40,67.66798,75.63763,68.17821,75.14609,67.40774,74.27616,66.28074,74.27245,65.17135,71.84351,0,439526.5,0.027,-0.044,-0.002,0.078
5/29/2022 16:40,68.65214,75.83009,65.04369,75.9369,67.44646,75.02526,66.27899,72.54982,67.7987,71.84355,0,540291.4,0.066,0.007,-0.029,-0.005
5/29/2022 16:40,66.37847,78.39149,65.5632,76.30856,67.87825,76.85384,65.4291,72.38786,64.30048,71.84383,0,443547.3,0.076,-0.049,-0.154,-0.051
5/29/2022 16:40,68.45262,75.74385,64.89311,75.77869,67.36177,75.04704,66.02822,72.52399,67.74932,71.8442,0,406818.5,0.042,-0.005,-0.159,-0.012
5/29/2022 16:40,68.43491,75.759,64.84594,75.80139,67.29296,75.06594,66.03831,72.50987,67.76586,71.84451,0,310800.1,0.083,0.146,0.076,0.01
5/29/2022 16:40,68.72759,75.88959,64.98719,75.88949,67.64232,75.20085,66.40479,72.89376,67.87676,71.84561,0,411478.4,0.122,-0.01,0.076,-0.012
5/29/2022 16:40,68.63948,75.79417,65.12935,75.98705,67.60388,75.12903,66.37421,72.76747,67.84149,71.84686,0,503680.4,0.161,-0.059,-0.129,-0.068
5/29/2022 16:40,68.6152,75.82068,65.01757,75.91074,67.4995,74.97987,66.32027,72.58842,67.77332,71.84853,0,406704.2,0.132,0.015,-0.017,-0.073
5/29/2022 16:40,68.43651,75.75146,64.85677,75.7816,67.34999,75.05024,66.05539,72.50563,67.75948,71.85122,0,513593.2,0.034,0.112,0.054,-0.056
5/29/2022 16:40,64.48602,76.67322,67.10004,76.77528,68.01668,74.06149,63.55357,73.17976,65.47004,71.85183,0,614437.8,-0.051,0.037,-0.027,0.007
5/29/2022 16:40,68.67831,75.75826,65.12088,75.97701,67.57478,75.06856,66.39862,72.63428,67.86154,71.85194,0,701614.5,-0.068,-0.024,-0.012,0.039
5/29/2022 16:40,68.52349,75.8438,65.06617,75.89923,67.50103,74.97857,66.29512,72.54098,67.78404,71.85238,0,600674.6,-0.012,0.095,0.046,0.012
5/29/2022 16:40,64.60847,76.06112,67.33949,76.74653,68.1827,75.05659,63.61234,72.49702,66.46414,71.8527,0,499169,-0.017,-0.027,0.027,-0.073
5/29/2022 16:40,67.63,75.72807,68.27509,75.25158,67.47099,74.35461,66.33833,74.30324,65.22738,71.85374,0,418288.7,-0.005,-0.122,0.034,-0.081
5/29/2022 16:40,66.38449,78.42313,65.62201,76.30814,67.84064,76.86359,65.46761,72.36443,64.37721,71.85455,0,485503.5,0.046,-0.264,-0.007,0.029
5/29/2022 16:40,68.53386,75.82425,64.98096,75.89189,67.49699,74.98439,66.31105,72.5723,67.77451,71.85501,0,563382.4,-0.022,-0.103,0.029,0.09
5/29/2022 16:40,67.83672,75.58256,68.21431,75.08237,67.34197,74.30981,66.34915,74.38386,65.37685,71.85554,0,491593.2,-0.103,0.01,0.149,0.085
5/29/2022 16:40,64.86185,76.30218,67.86437,76.46532,68.10272,73.64234,63.76129,72.92686,65.58118,71.85715,0,578253.9,-0.129,-0.024,0.034,0.061
5/29/2022 16:40,64.94568,76.3182,67.87967,76.50916,68.17487,73.65687,63.75936,72.93977,65.51199,71.86007,0,563607.1,-0.042,-0.183,-0.032,0.002
5/29/2022 16:40,67.48531,75.72799,68.32781,75.29194,67.382,74.38618,66.33143,74.35592,65.17194,71.86062,0,462511.3,0.054,-0.056,-0.11,0.029
5/29/2022 16:40,68.70572,75.74107,65.13564,76.00909,67.52193,75.05819,66.35954,72.63486,67.8576,71.86237,0,476757.9,0.007,-0.107,-0.015,0.034
5/29/2022 16:40,66.31773,78.4427,65.70775,76.33564,67.92336,76.8377,65.4314,72.39145,64.37641,71.86269,0,502645.5,-0.068,-0.017,0.049,0.034
5/29/2022 16:40,64.74358,76.26508,67.34972,76.7165,68.11499,75.29247,63.72047,72.75159,66.68999,71.86324,0,440103.2,-0.046,-0.059,-0.015,-0.01
5/29/2022 16:40,66.39108,77.82463,65.07408,76.26677,67.66901,76.44646,65.71872,72.39506,64.39693,71.86369,0,498471.5,0.083,0.059,-0.049,-0.068
5/29/2022 16:40,68.63307,75.80241,65.09424,75.94341,67.50318,75.04173,66.32908,72.59696,67.81952,71.86375,0,465538.1,0.132,0.071,-0.134,-0.066
5/29/2022 16:40,64.73683,76.27831,67.36496,76.73054,68.06596,75.32241,63.72811,72.71837,66.67635,71.86414,0,489905.7,0.054,-0.039,-0.015,-0.01
5/29/2022 16:40,68.70399,75.93344,64.95226,75.87984,67.64967,75.21278,66.44732,72.89834,67.87984,71.86481,0,541301.9,-0.022,0.054,-0.051,0
5/29/2022 16:40,64.67926,76.3945,67.74187,76.46278,68.00396,73.70959,63.74794,72.93465,65.54393,71.86604,0,473612.7,0.015,0.015,-0.085,-0.044
5/29/2022 16:40,64.88362,76.42646,67.89174,76.52487,68.157,73.65726,63.7567,72.91351,65.51266,71.86691,0,447240.4,0.076,0.156,-0.122,-0.044
5/29/2022 16:40,66.6377,76.50757,69.64991,75.84593,67.89108,73.8223,63.27459,74.25886,66.32675,71.8672,0,465028.5,0.02,0.024,-0.081,-0.002
5/29/2022 16:40,67.86269,75.60261,68.24054,75.05986,67.38729,74.31384,66.38029,74.37458,65.42862,71.86944,0,509032,-0.09,0.042,-0.042,-0.022
5/29/2022 16:40,67.49345,75.73635,68.29053,75.31964,67.36657,74.42763,66.31264,74.37869,65.20397,71.86995,0,466791.7,-0.117,-0.061,-0.051,-0.005
5/29/2022 16:40,67.54334,75.7279,68.33762,75.26324,67.45685,74.36745,66.35205,74.32317,65.21582,71.87028,0,476510,0.024,-0.063,-0.029,0.051
5/29/2022 16:40,64.6163,76.61642,67.18745,76.69312,67.98322,74.01167,63.56634,73.1173,65.42788,71.87041,0,452354.8,-0.022,-0.054,0.063,0.042
5/29/2022 16:40,67.96683,75.61664,68.22742,75.08545,67.42409,74.33485,66.37904,74.38535,65.4557,71.87228,0,417531,-0.144,-0.081,0.195,0
5/29/2022 16:40,65.64571,77.87521,65.74432,76.2384,68.13275,76.19302,66.07063,72.3089,63.78128,71.87433,0,430134.8,-0.144,-0.068,0.015,0.017
5/29/2022 16:40,63.67462,75.93076,67.06213,74.78896,67.16493,75.70188,63.96637,72.84484,66.04329,71.87472,0,421471.7,-0.112,-0.042,-0.017,0.049
5/29/2022 16:40,65.60015,77.80984,65.68033,76.16905,68.14569,76.21449,66.09929,72.33923,63.7342,71.87532,0,394647.9,0.007,-0.073,-0.049,0.107
5/29/2022 16:40,64.53551,76.64739,67.14676,76.73711,67.99911,74.03521,63.55429,73.12582,65.47649,71.8755,0,496676.8,0.056,-0.161,-0.007,0.056
5/29/2022 16:40,64.7865,76.42115,67.88732,76.56972,68.13515,73.67629,63.74909,72.96185,65.48901,71.87594,0,533681.8,-0.051,-0.095,0.027,0.029
5/29/2022 16:40,63.69967,75.96904,67.01896,74.74976,67.14493,75.6716,63.98069,72.88984,66.0275,71.87802,0,492979.5,-0.078,-0.073,-0.059,-0.017
5/29/2022 16:40,65.63396,77.8718,65.62546,76.24805,68.09811,76.17034,66.06982,72.31133,63.79828,71.87875,0,422942,0.02,0.027,-0.042,-0.049
5/29/2022 16:40,65.57703,77.84882,65.69901,76.20101,68.11117,76.15671,66.08513,72.3028,63.78534,71.87888,0,370874.2,0.059,0.063,-0.01,-0.022
5/29/2022 16:41,66.53122,76.50405,69.62734,75.87429,67.85271,73.84066,63.24276,74.26319,66.32507,71.87931,0,415336.3,0.054,0.12,0.217,0.007
5/29/2022 16:41,64.70776,76.24506,67.43461,76.73048,68.14336,75.33951,63.77988,72.78608,66.69489,71.87974,0,425872.3,0.039,0.017,0.046,0.012
