Date,Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8,Value9,Value10,Value11,Value12,Vibr1,Vibr2,Vibr3,Vibr4
5/29/2022 4:38:58 PM,66.41652,77.77148,65.1955,76.06071,67.71629,76.35091,65.59745,72.28935,64.21552,75.05666,0,324779.7,0.059,0.027,-0.188,-0.059
5/29/2022 4:38:59 PM,64.65635,75.97576,67.37637,76.63669,68.31736,75.17203,63.70457,72.5084,66.61578,66.68906,0,324779.7,0.015,-0.007,0.054,0
5/29/2022 4:39:00 PM,64.6238,75.9841,67.3919,76.65586,68.24905,75.11749,63.70338,72.50062,66.60751,75.00259,0,324779.7,0,0.044,-0.083,-0.059
5/29/2022 4:39:01 PM,66.41827,77.85531,65.22598,76.06055,67.77723,76.36419,65.6185,72.22301,64.21635,74.96848,0,324779.7,0.037,0.063,-0.176,-0.073
5/29/2022 4:39:02 PM,66.35862,77.77768,65.22951,76.09348,67.80439,76.39003,65.6151,72.26067,64.20181,74.94401,0,324779.7,0.095,0.203,-0.173,-0.105
5/29/2022 4:39:03 PM,64.77152,75.96127,67.36325,76.63611,68.19054,75.21652,63.72445,72.58729,66.45708,74.91187,0,324779.7,0.012,0.195,-0.056,-0.059
5/29/2022 4:39:04 PM,66.20909,78.13277,65.55441,76.08514,67.98016,76.59295,65.41432,72.26192,64.20241,74.8626,0,324779.7,-0.044,-0.002,-0.007,-0.032
5/29/2022 4:39:05 PM,66.4726,77.78357,65.15991,76.06575,67.64552,76.3513,65.59267,72.26412,64.25764,74.81998,0,324779.7,-0.081,0.042,-0.002,0
5/29/2022 4:39:06 PM,66.19553,78.17717,65.54823,76.07791,68.00346,76.65936,65.42421,72.26681,64.20291,74.75752,0,324779.7,-0.012,-0.068,-0.01,-0.027
5/29/2022 4:39:07 PM,64.66993,76.02458,67.41425,76.66407,68.30993,75.12019,63.70205,72.53127,66.59157,74.44405,0,324779.7,-0.049,-0.02,0.11,-0.037
5/29/2022 4:39:08 PM,64.90261,75.98495,67.33032,76.62884,68.20142,75.20841,63.71067,72.57904,66.4427,74.52943,0,324779.7,-0.056,-0.037,0.178,-0.007
5/29/2022 4:39:09 PM,64.72621,76.08193,67.31419,76.68021,68.13477,75.26645,63.72747,72.59039,66.48895,73.86037,0,324779.7,-0.059,-0.059,0.085,-0.002
5/29/2022 4:39:10 PM,64.4743,76.39204,67.37033,76.56033,67.90954,73.81004,63.58776,72.94368,65.46298,72.83307,0,324779.7,-0.098,-0.164,0.11,0.049
5/29/2022 4:39:11 PM,64.58868,75.96514,67.42979,76.76256,68.22832,75.07083,63.71333,72.48853,66.55088,72.95403,0,324779.7,-0.071,-0.063,0.034,0.059
5/29/2022 4:39:12 PM,66.47459,77.78186,65.17981,76.12403,67.67834,76.3638,65.59959,72.29697,64.28223,73.69077,0,324779.7,-0.11,0.002,0.122,0.063
5/29/2022 4:39:13 PM,66.22449,78.24065,65.56673,76.08383,67.96212,76.68177,65.44009,72.24258,64.27959,66.21999,0,324779.7,-0.176,-0.061,0.098,0.093
5/29/2022 4:39:14 PM,64.58169,75.97569,67.43091,76.70392,68.21511,75.08984,63.69173,72.51684,66.57496,74.77296,0,324779.7,-0.225,-0.095,0.042,0.105
5/29/2022 4:39:15 PM,64.71952,76.18333,67.32999,76.74426,68.1516,75.36465,63.7488,72.71092,66.63751,66.58211,0,324779.7,-0.11,-0.176,0.024,0.061
5/29/2022 4:39:16 PM,64.55983,76.37023,67.45419,76.52614,67.95877,73.74143,63.62865,72.94639,65.45518,74.9902,0,324779.7,0.044,-0.049,0.098,0.017
5/29/2022 4:39:17 PM,64.79015,76.23225,67.4023,76.73989,68.16786,75.33173,63.73756,72.70246,66.6891,74.46502,0,324779.7,0.046,-0.11,0.007,0.042
5/29/2022 4:39:18 PM,64.80618,76.00432,67.30138,76.65859,68.12691,75.2347,63.76182,72.58038,66.46104,74.76521,0,324779.7,-0.01,0,-0.159,0.09
5/29/2022 4:39:19 PM,66.39779,77.76276,65.11314,76.13984,67.68774,76.35507,65.64356,72.32614,64.2909,74.04439,0,324779.7,-0.015,0.093,-0.066,0.095
5/29/2022 4:39:20 PM,64.51214,76.49618,67.27829,76.61596,67.91539,73.85587,63.52426,72.96498,65.48478,73.53082,0,324779.7,0.081,-0.044,-0.085,0.042
5/29/2022 4:39:21 PM,64.55518,76.38217,67.40583,76.51736,67.89163,73.76393,63.60247,72.92518,65.44296,73.36094,0,324779.7,0.146,0.095,-0.029,-0.051
5/29/2022 4:39:22 PM,64.43102,76.53274,67.22977,76.65318,67.949,73.87789,63.51221,72.99106,65.46571,71.49963,0,324779.7,0.134,0.19,-0.044,-0.076
5/29/2022 4:39:23 PM,64.62758,75.98099,67.44645,76.72356,68.23215,75.04817,63.68755,72.50145,66.56326,71.20162,0,324779.7,0.061,0.029,-0.039,0.022
5/29/2022 4:39:24 PM,64.69091,76.18082,67.36798,76.71193,68.23784,75.36322,63.79089,72.69971,66.61346,72.73904,0,324779.7,0.017,-0.049,-0.068,0.059
5/29/2022 4:39:26 PM,64.68575,76.02091,67.39859,76.74079,68.17212,75.07931,63.67254,72.46461,66.52504,73.40743,0,324779.7,-0.012,-0.01,-0.056,0.046
5/29/2022 4:39:27 PM,64.44494,76.56186,67.19714,76.64903,67.96996,73.96479,63.57653,73.01312,65.43472,74.04875,0,324779.7,-0.042,0.005,-0.054,-0.061
5/29/2022 4:39:28 PM,66.24438,78.22608,65.56306,76.12323,68.02726,76.69499,65.38541,72.24411,64.35128,74.98803,0,324779.7,-0.012,0.068,0.081,-0.063
5/29/2022 4:39:29 PM,67.8104,75.56301,68.22468,75.11642,67.48814,74.33611,66.3937,74.2698,65.35689,75.50226,0,324779.7,0.044,-0.037,0.01,-0.051
5/29/2022 4:39:30 PM,66.33553,78.2215,65.52872,76.1708,68.00541,76.67352,65.37091,72.26517,64.36645,75.03754,0,324779.7,0.083,-0.024,0.088,0.054
5/29/2022 4:39:31 PM,64.56503,76.43569,67.31863,76.56728,67.90886,73.84712,63.53176,72.94205,65.48364,75.79926,0,324779.7,0.066,-0.078,0.137,0.107
5/29/2022 4:39:32 PM,66.42869,78.29341,65.56689,76.22063,67.90772,76.73507,65.36594,72.24951,64.36844,76.32839,0,324779.7,-0.112,-0.085,0.02,0.149
5/29/2022 4:39:33 PM,66.38802,77.75336,65.08876,76.12682,67.70085,76.38648,65.63726,72.34983,64.31792,76.37713,0,324779.7,-0.215,-0.139,0.049,0.022
5/29/2022 4:39:36 PM,67.84504,75.58511,68.25008,75.09167,67.52872,74.32832,66.4228,74.26308,65.40471,76.70363,0,324779.7,-0.132,-0.093,0.02,-0.022
5/29/2022 4:39:37 PM,67.70484,75.62038,68.07692,75.04034,67.50926,74.24427,66.36211,74.26305,65.23242,77.02842,0,324779.7,0.063,-0.154,0.081,-0.068
5/29/2022 4:39:38 PM,64.56056,76.3375,67.47531,76.52701,68.01812,73.74237,63.66491,72.92812,65.50646,77.09396,0,324779.7,0.095,-0.139,0.054,-0.044

